group_id,industry_code,sic_start,sic_end,sic_description
41,Whlsl,5091,5092,Wholesale: Wholesale - sporting goods & toys
41,Whlsl,5093,5093,Wholesale: Wholesale - scrap and waste materials
41,Whlsl,5094,5094,"Wholesale: Wholesale - jewelry, watches, precious stones & metals"
41,Whlsl,5099,5099,Wholesale: Wholesale - durable goods
41,Whlsl,5100,5100,Wholesale: Wholesale - nondurable goods
41,Whlsl,5110,5113,Wholesale: Wholesale - paper and paper products
41,Whlsl,5120,5122,Wholesale: Wholesale - drugs & drug proprietaries
41,Whlsl,5130,5139,"Wholesale: Wholesale - apparel, piece goods & notions"
41,Whlsl,5140,5149,Wholesale: Wholesale - groceries & related products
41,Whlsl,5150,5159,Wholesale: Wholesale - farm product raw materials
41,Whlsl,5160,5169,Wholesale: Wholesale - chemicals & allied products
41,Whlsl,5170,5172,Wholesale: Wholesale - petroleum and petroleum products
41,Whlsl,5180,5182,"Wholesale: Wholesale - beer, wine & distilled alcoholic beverages"
41,Whlsl,5190,5199,Wholesale: Wholesale - Misc nondurable goods
42,Rtail,5200,5200,"Retail : Retail - retail-building materials, hardware, garden supply"
42,Rtail,5210,5219,Retail : Retail - lumber & other building materials
42,Rtail,5220,5229,Retail : Retail
42,Rtail,5230,5231,"Retail : Retail - paint, glass & wallpaper stores"
42,Rtail,5250,5251,Retail : Retail - hardware stores
42,Rtail,5260,5261,"Retail : Retail - nurseries, lawn & garden supply stores"
42,Rtail,5270,5271,Retail : Retail - mobile home dealers
42,Rtail,5300,5300,Retail : Retail - general merchandise stores
42,Rtail,5310,5311,Retail : Retail - department stores
42,Rtail,5320,5320,Retail : Retail - general merchandise stores (?)
42,Rtail,5330,5331,Retail : Retail - variety stores
42,Rtail,5334,5334,Retail : Retail - catalog showroom
42,Rtail,5340,5349,Retail : Retail
42,Rtail,5390,5399,Retail : Retail - Misc general merchandise stores
42,Rtail,5400,5400,Retail : Retail - food stores
42,Rtail,5410,5411,Retail : Retail - grocery stores
42,Rtail,5412,5412,Retail : Retail - convenience stores
42,Rtail,5420,5429,Retail : Retail - meat & fish markets
42,Rtail,5430,5439,Retail : Retail - fruit and vegetable markets
42,Rtail,5440,5449,"Retail : Retail - candy, nut & confectionary stores"
42,Rtail,5450,5459,Retail : Retail - dairy products stores
42,Rtail,5460,5469,Retail : Retail - bakeries
42,Rtail,5490,5499,Retail : Retail - Misc food stores
42,Rtail,5500,5500,Retail : Retail - automotive dealers and gas stations
42,Rtail,5510,5529,Retail : Retail - automotive dealers
42,Rtail,5530,5539,Retail : Retail - automotive and home supply stores
42,Rtail,5540,5549,Retail : Retail - gasoline service stations
42,Rtail,5550,5559,Retail : Retail - boat dealers
42,Rtail,5560,5569,Retail : Retail - recreation vehicle dealers
42,Rtail,5570,5579,Retail : Retail - motorcycle dealers
42,Rtail,5590,5599,Retail : Retail - automotive dealers
42,Rtail,5600,5699,Retail : Retail - apparel & accessory stores
42,Rtail,5700,5700,Retail : Retail - home furniture and equipment stores
42,Rtail,5710,5719,Retail : Retail - home furnishings stores
42,Rtail,5720,5722,Retail : Retail - household appliance stores
42,Rtail,5730,5733,"Retail : Retail - radio, TV and consumer electronic stores"
42,Rtail,5734,5734,Retail : Retail - computer and computer software stores
42,Rtail,5735,5735,Retail : Retail - record and tape stores
42,Rtail,5736,5736,Retail : Retail - musical instrument stores
42,Rtail,5750,5799,Retail : Retail
42,Rtail,5900,5900,Retail : Retail - Misc
42,Rtail,5910,5912,Retail : Retail - drug & proprietary stores
42,Rtail,5920,5929,Retail : Retail - liquor stores
42,Rtail,5930,5932,Retail : Retail - used merchandise stores
42,Rtail,5940,5940,Retail : Retail - Misc
42,Rtail,5941,5941,Retail : Retail - sporting goods stores & bike shops
42,Rtail,5942,5942,Retail : Retail - book stores
42,Rtail,5943,5943,Retail : Retail - stationery stores
42,Rtail,5944,5944,Retail : Retail - jewelry stores
42,Rtail,5945,5945,"Retail : Retail - hobby, toy and game shops"
42,Rtail,5946,5946,Retail : Retail - camera and photographic supply stores
42,Rtail,5947,5947,"Retail : Retail - gift, novelty & souvenir shops"
42,Rtail,5948,5948,Retail : Retail - luggage & leather goods stores
42,Rtail,5949,5949,Retail : Retail - sewing & needlework stores
42,Rtail,5950,5959,Retail : Retail
42,Rtail,5960,5969,"Retail : Retail - non-store retailers (catalogs, etc)"
42,Rtail,5970,5979,Retail : Retail
42,Rtail,5980,5989,Retail : Retail - fuel dealers & ice stores (Penn Central Co)
42,Rtail,5990,5990,Retail : Retail - Misc retail stores
42,Rtail,5992,5992,Retail : Retail - florists
42,Rtail,5993,5993,Retail : Retail - tobacco stores and stands
42,Rtail,5994,5994,Retail : Retail - newsdealers and news stands
42,Rtail,5995,5995,Retail : Retail - optical goods stores
42,Rtail,5999,5999,Retail : Misc retail stores
43,Meals,5800,5819,"Restaurants, Hotels, Motels: Retail - eating places"
43,Meals,5820,5829,"Restaurants, Hotels, Motels: Restaurants, hotels, motels"
43,Meals,5890,5899,"Restaurants, Hotels, Motels: Eating and drinking places"
43,Meals,7000,7000,"Restaurants, Hotels, Motels: Hotels & other lodging places"
43,Meals,7010,7019,"Restaurants, Hotels, Motels: Hotels & motels"
43,Meals,7040,7049,"Restaurants, Hotels, Motels: Membership hotels and lodging houses"
43,Meals,7213,7213,"Restaurants, Hotels, Motels: Services - linen supply"
44,Banks,6000,6000,Banking: Depository institutions
44,Banks,6010,6019,Banking: Federal reserve banks
44,Banks,6020,6020,Banking: Commercial banks
44,Banks,6021,6021,Banking: National commercial banks
44,Banks,6022,6022,Banking: State commercial banks - Fed Res System
44,Banks,6023,6024,Banking: State commercial banks - not Fed Res System
44,Banks,6025,6025,Banking: National commercial banks - Fed Res System
44,Banks,6026,6026,Banking: National commercial banks - not Fed Res System
44,Banks,6027,6027,"Banking: National commercial banks, not FDIC"
44,Banks,6028,6029,Banking: Misc commercial banks
44,Banks,6030,6036,Banking: Savings institutions
44,Banks,6040,6059,Banking: Banks (?)
44,Banks,6060,6062,Banking: Credit unions
44,Banks,6080,6082,Banking: Foreign banks
44,Banks,6090,6099,Banking: Functions related to depository banking
44,Banks,6100,6100,Banking: Non-depository credit institutions
44,Banks,6110,6111,Banking: Federal credit agencies
44,Banks,6112,6113,Banking: FNMA
44,Banks,6120,6129,Banking: S&Ls
44,Banks,6130,6139,Banking: Agricultural credit institutions
44,Banks,6140,6149,Banking: Personal credit institutions (Beneficial)
44,Banks,6150,6159,Banking: Business credit institutions
44,Banks,6160,6169,Banking: Mortgage bankers and brokers
44,Banks,6170,6179,Banking: Finance lessors
44,Banks,6190,6199,Banking: Financial services
45,Insur,6300,6300,Insurance: Insurance
45,Insur,6310,6319,Insurance: Life insurance
45,Insur,6320,6329,Insurance: Accident and health insurance
45,Insur,6330,6331,"Insurance: Fire, marine & casualty insurance"
45,Insur,6350,6351,Insurance: Surety insurance
45,Insur,6360,6361,Insurance: Title insurance
45,Insur,6370,6379,"Insurance: Pension, health & welfare funds"
45,Insur,6390,6399,Insurance: Misc insurance carriers
45,Insur,6400,6411,"Insurance: Insurance agents, brokers & service"
46,RlEst,6500,6500,Real Estate: Real estate
46,RlEst,6510,6510,Real Estate: Real estate operators and lessors
46,RlEst,6512,6512,Real Estate: Operators - non-resident buildings
46,RlEst,6513,6513,Real Estate: Operators - apartment buildings
46,RlEst,6514,6514,Real Estate: Operators - other than apartment
46,RlEst,6515,6515,Real Estate: Operators - residential mobile home
46,RlEst,6517,6519,Real Estate: Lessors of railroad & real property
46,RlEst,6520,6529,Real Estate: Real estate
46,RlEst,6530,6531,Real Estate: Real estate agents and managers
46,RlEst,6532,6532,Real Estate: Real estate dealers
46,RlEst,6540,6541,Real Estate: Title abstract offices
46,RlEst,6550,6553,Real Estate: Land subdividers & developers
46,RlEst,6590,6599,Real Estate: Real estate
46,RlEst,6610,6611,"Real Estate: Combined real estate, insurance, etc"
47,Fin,6200,6299,"Trading: Security and commodity brokers, dealers, exchanges & services"
47,Fin,6700,6700,Trading: Holding & other investment offices
47,Fin,6710,6719,Trading: Holding offices
47,Fin,6720,6722,"Trading: Management investment offices, open-end"
47,Fin,6723,6723,"Trading: Management investment offices, closed-end"
47,Fin,6724,6724,Trading: Unit investment trusts
47,Fin,6725,6725,Trading: Face-amount certificate offices
47,Fin,6726,6726,"Trading: Unit investment trusts, closed-end"
47,Fin,6730,6733,Trading: Trusts
47,Fin,6740,6779,Trading: Investment offices
47,Fin,6790,6791,Trading: Misc investing
47,Fin,6792,6792,Trading: Oil royalty traders
47,Fin,6793,6793,Trading: Commodity traders
47,Fin,6794,6794,Trading: Patent owners & lessors
47,Fin,6795,6795,Trading: Mineral royalty traders
47,Fin,6798,6798,Trading: REIT
47,Fin,6799,6799,"Trading: Investors, NEC"
48,Other,4950,4959,Almost Nothing: Sanitary services
48,Other,4960,4961,Almost Nothing: Steam & air conditioning supplies
48,Other,4970,4971,Almost Nothing: Irrigation systems
48,Other,4990,4991,Almost Nothing: Cogeneration - SM power producer
