group_id,industry_code,sic_start,sic_end,sic_description
26,Whlsl,5060,5060,Wholesale: Wholesale - electrical goods
26,Whlsl,5063,5063,Wholesale: Wholesale - electrical apparatus and equipment
26,Whlsl,5064,5064,"Wholesale: Wholesale - electrical appliance, TV and radio sets"
26,Whlsl,5065,5065,Wholesale: Wholesale - electronic parts & equipment
26,Whlsl,5070,5078,"Wholesale: Wholesale - hardware, plumbing & heating equipment"
26,Whlsl,5080,5080,"Wholesale: Wholesale - machinery, equipment & supplies"
26,Whlsl,5081,5081,Wholesale: Wholesale - machinery & equipment (?)
26,Whlsl,5082,5082,Wholesale: Wholesale - construction and mining machinery &equipment
26,Whlsl,5083,5083,Wholesale: Wholesale - farm and garden machinery & equipment
26,Whlsl,5084,5084,Wholesale: Wholesale - industrial machinery & equipment
26,Whlsl,5085,5085,Wholesale: Wholesale - industrial supplies
26,Whlsl,5086,5087,Wholesale: Wholesale - service establishment machinery & equipment (?)
26,Whlsl,5088,5088,"Wholesale: Wholesale - transportation equipment, except motor vehicles"
26,Whlsl,5090,5090,Wholesale: Wholesale - Misc durable goods
26,Whlsl,5091,5092,Wholesale: Wholesale - sporting goods & toys
26,Whlsl,5093,5093,Wholesale: Wholesale - scrap and waste materials
26,Whlsl,5094,5094,"Wholesale: Wholesale - jewelry, watches, precious stones & metals"
26,Whlsl,5099,5099,Wholesale: Wholesale - durable goods
26,Whlsl,5100,5100,Wholesale: Wholesale - nondurable goods
26,Whlsl,5110,5113,Wholesale: Wholesale - paper and paper products
26,Whlsl,5120,5122,Wholesale: Wholesale - drugs & drug proprietaries
26,Whlsl,5130,5139,"Wholesale: Wholesale - apparel, piece goods & notions"
26,Whlsl,5140,5149,Wholesale: Wholesale - groceries & related products
26,Whlsl,5150,5159,Wholesale: Wholesale - farm product raw materials
26,Whlsl,5160,5169,Wholesale: Wholesale - chemicals & allied products
26,Whlsl,5170,5172,Wholesale: Wholesale - petroleum and petroleum products
26,Whlsl,5180,5182,"Wholesale: Wholesale - beer, wine & distilled alcoholic beverages"
26,Whlsl,5190,5199,Wholesale: Wholesale - Misc nondurable goods
27,Rtail,5200,5200,"Retail : Retail - retail-building materials, hardware, garden supply"
27,Rtail,5210,5219,Retail : Retail - lumber & other building materials
27,Rtail,5220,5229,Retail : Retail
27,Rtail,5230,5231,"Retail : Retail - paint, glass & wallpaper stores"
27,Rtail,5250,5251,Retail : Retail - hardware stores
27,Rtail,5260,5261,"Retail : Retail - nurseries, lawn & garden supply stores"
27,Rtail,5270,5271,Retail : Retail - mobile home dealers
27,Rtail,5300,5300,Retail : Retail - general merchandise stores
27,Rtail,5310,5311,Retail : Retail - department stores
27,Rtail,5320,5320,Retail : Retail - general merchandise stores (?)
27,Rtail,5330,5331,Retail : Retail - variety stores
27,Rtail,5334,5334,Retail : Retail - catalog showroom
27,Rtail,5340,5349,Retail : Retail
27,Rtail,5390,5399,Retail : Retail - Misc general merchandise stores
27,Rtail,5400,5400,Retail : Retail - food stores
27,Rtail,5410,5411,Retail : Retail - grocery stores
27,Rtail,5412,5412,Retail : Retail - convenience stores
27,Rtail,5420,5429,Retail : Retail - meat & fish markets
27,Rtail,5430,5439,Retail : Retail - fruit and vegetable markets
27,Rtail,5440,5449,"Retail : Retail - candy, nut & confectionary stores"
27,Rtail,5450,5459,Retail : Retail - dairy products stores
27,Rtail,5460,5469,Retail : Retail - bakeries
27,Rtail,5490,5499,Retail : Retail - Misc food stores
27,Rtail,5500,5500,Retail : Retail - automotive dealers and gas stations
27,Rtail,5510,5529,Retail : Retail - automotive dealers
27,Rtail,5530,5539,Retail : Retail - automotive and home supply stores
27,Rtail,5540,5549,Retail : Retail - gasoline service stations
27,Rtail,5550,5559,Retail : Retail - boat dealers
27,Rtail,5560,5569,Retail : Retail - recreation vehicle dealers
27,Rtail,5570,5579,Retail : Retail - motorcycle dealers
27,Rtail,5590,5599,Retail : Retail - automotive dealers
27,Rtail,5600,5699,Retail : Retail - apparel & accessory stores
27,Rtail,5700,5700,Retail : Retail - home furniture and equipment stores
27,Rtail,5710,5719,Retail : Retail - home furnishings stores
27,Rtail,5720,5722,Retail : Retail - household appliance stores
27,Rtail,5730,5733,"Retail : Retail - radio, TV and consumer electronic stores"
27,Rtail,5734,5734,Retail : Retail - computer and computer software stores
27,Rtail,5735,5735,Retail : Retail - record and tape stores
27,Rtail,5736,5736,Retail : Retail - musical instrument stores
27,Rtail,5750,5799,Retail : Retail
27,Rtail,5900,5900,Retail : Retail - Misc
27,Rtail,5910,5912,Retail : Retail - drug & proprietary stores
27,Rtail,5920,5929,Retail : Retail - liquor stores
27,Rtail,5930,5932,Retail : Retail - used merchandise stores
27,Rtail,5940,5940,Retail : Retail - Misc
27,Rtail,5941,5941,Retail : Retail - sporting goods stores & bike shops
27,Rtail,5942,5942,Retail : Retail - book stores
27,Rtail,5943,5943,Retail : Retail - stationery stores
27,Rtail,5944,5944,Retail : Retail - jewelry stores
27,Rtail,5945,5945,"Retail : Retail - hobby, toy and game shops"
27,Rtail,5946,5946,Retail : Retail - camera and photographic supply stores
27,Rtail,5947,5947,"Retail : Retail - gift, novelty & souvenir shops"
27,Rtail,5948,5948,Retail : Retail - luggage & leather goods stores
27,Rtail,5949,5949,Retail : Retail - sewing & needlework stores
27,Rtail,5950,5959,Retail : Retail
27,Rtail,5960,5969,"Retail : Retail - non-store retailers (catalogs, etc)"
27,Rtail,5970,5979,Retail : Retail
27,Rtail,5980,5989,Retail : Retail - fuel dealers & ice stores (Penn Central Co)
27,Rtail,5990,5990,Retail : Retail - Misc retail stores
27,Rtail,5992,5992,Retail : Retail - florists
27,Rtail,5993,5993,Retail : Retail - tobacco stores and stands
27,Rtail,5994,5994,Retail : Retail - newsdealers and news stands
27,Rtail,5995,5995,Retail : Retail - optical goods stores
27,Rtail,5999,5999,Retail : Misc retail stores
28,Meals,5800,5819,"Restaurants, Hotels, Motels: Retail - eating places"
28,Meals,5820,5829,"Restaurants, Hotels, Motels: Restaurants, hotels, motels"
28,Meals,5890,5899,"Restaurants, Hotels, Motels: Eating and drinking places"
28,Meals,7000,7000,"Restaurants, Hotels, Motels: Hotels & other lodging places"
28,Meals,7010,7019,"Restaurants, Hotels, Motels: Hotels & motels"
28,Meals,7040,7049,"Restaurants, Hotels, Motels: Membership hotels and lodging houses"
28,Meals,7213,7213,"Restaurants, Hotels, Motels: Services - linen supply"
29,Fin,6000,6000,"Banking, Insurance, Real Estate, Trading: Depository institutions"
29,Fin,6010,6019,"Banking, Insurance, Real Estate, Trading: Federal reserve banks"
29,Fin,6020,6020,"Banking, Insurance, Real Estate, Trading: Commercial banks"
29,Fin,6021,6021,"Banking, Insurance, Real Estate, Trading: National commercial banks"
29,Fin,6022,6022,"Banking, Insurance, Real Estate, Trading: State commercial banks - Fed Res System"
29,Fin,6023,6024,"Banking, Insurance, Real Estate, Trading: State commercial banks - not Fed Res System"
29,Fin,6025,6025,"Banking, Insurance, Real Estate, Trading: National commercial banks - Fed Res System"
29,Fin,6026,6026,"Banking, Insurance, Real Estate, Trading: National commercial banks - not Fed Res System"
29,Fin,6027,6027,"Banking, Insurance, Real Estate, Trading: National commercial banks, not FDIC"
29,Fin,6028,6029,"Banking, Insurance, Real Estate, Trading: Misc commercial banks"
29,Fin,6030,6036,"Banking, Insurance, Real Estate, Trading: Savings institutions"
29,Fin,6040,6059,"Banking, Insurance, Real Estate, Trading: Banks (?)"
29,Fin,6060,6062,"Banking, Insurance, Real Estate, Trading: Credit unions"
29,Fin,6080,6082,"Banking, Insurance, Real Estate, Trading: Foreign banks"
29,Fin,6090,6099,"Banking, Insurance, Real Estate, Trading: Functions related to depository banking"
29,Fin,6100,6100,"Banking, Insurance, Real Estate, Trading: Non-depository credit institutions"
29,Fin,6110,6111,"Banking, Insurance, Real Estate, Trading: Federal credit agencies"
29,Fin,6112,6113,"Banking, Insurance, Real Estate, Trading: FNMA"
29,Fin,6120,6129,"Banking, Insurance, Real Estate, Trading: S&Ls"
29,Fin,6130,6139,"Banking, Insurance, Real Estate, Trading: Agricultural credit institutions"
29,Fin,6140,6149,"Banking, Insurance, Real Estate, Trading: Personal credit institutions (Beneficial)"
29,Fin,6150,6159,"Banking, Insurance, Real Estate, Trading: Business credit institutions"
29,Fin,6160,6169,"Banking, Insurance, Real Estate, Trading: Mortgage bankers and brokers"
29,Fin,6170,6179,"Banking, Insurance, Real Estate, Trading: Finance lessors"
29,Fin,6190,6199,"Banking, Insurance, Real Estate, Trading: Financial services"
29,Fin,6200,6299,"Banking, Insurance, Real Estate, Trading: Security and commodity brokers, dealers, exchanges & services"
29,Fin,6300,6300,"Banking, Insurance, Real Estate, Trading: Insurance"
29,Fin,6310,6319,"Banking, Insurance, Real Estate, Trading: Life insurance"
29,Fin,6320,6329,"Banking, Insurance, Real Estate, Trading: Accident and health insurance"
29,Fin,6330,6331,"Banking, Insurance, Real Estate, Trading: Fire, marine & casualty insurance"
29,Fin,6350,6351,"Banking, Insurance, Real Estate, Trading: Surety insurance"
29,Fin,6360,6361,"Banking, Insurance, Real Estate, Trading: Title insurance"
29,Fin,6370,6379,"Banking, Insurance, Real Estate, Trading: Pension, health & welfare funds"
29,Fin,6390,6399,"Banking, Insurance, Real Estate, Trading: Misc insurance carriers"
29,Fin,6400,6411,"Banking, Insurance, Real Estate, Trading: Insurance agents, brokers & service"
29,Fin,6500,6500,"Banking, Insurance, Real Estate, Trading: Real estate"
29,Fin,6510,6510,"Banking, Insurance, Real Estate, Trading: Real estate operators and lessors"
29,Fin,6512,6512,"Banking, Insurance, Real Estate, Trading: Operators - non-resident buildings"
29,Fin,6513,6513,"Banking, Insurance, Real Estate, Trading: Operators - apartment buildings"
29,Fin,6514,6514,"Banking, Insurance, Real Estate, Trading: Operators - other than apartment"
29,Fin,6515,6515,"Banking, Insurance, Real Estate, Trading: Operators - residential mobile home"
29,Fin,6517,6519,"Banking, Insurance, Real Estate, Trading: Lessors of railroad & real property"
29,Fin,6520,6529,"Banking, Insurance, Real Estate, Trading: Real estate"
29,Fin,6530,6531,"Banking, Insurance, Real Estate, Trading: Real estate agents and managers"
29,Fin,6532,6532,"Banking, Insurance, Real Estate, Trading: Real estate dealers"
29,Fin,6540,6541,"Banking, Insurance, Real Estate, Trading: Title abstract offices"
29,Fin,6550,6553,"Banking, Insurance, Real Estate, Trading: Land subdividers & developers"
29,Fin,6590,6599,"Banking, Insurance, Real Estate, Trading: Real estate"
29,Fin,6610,6611,"Banking, Insurance, Real Estate, Trading: Combined real estate, insurance, etc"
29,Fin,6700,6700,"Banking, Insurance, Real Estate, Trading: Holding & other investment offices"
29,Fin,6710,6719,"Banking, Insurance, Real Estate, Trading: Holding offices"
29,Fin,6720,6722,"Banking, Insurance, Real Estate, Trading: Management investment offices, open-end"
29,Fin,6723,6723,"Banking, Insurance, Real Estate, Trading: Management investment offices, closed-end"
29,Fin,6724,6724,"Banking, Insurance, Real Estate, Trading: Unit investment trusts"
29,Fin,6725,6725,"Banking, Insurance, Real Estate, Trading: Face-amount certificate offices"
29,Fin,6726,6726,"Banking, Insurance, Real Estate, Trading: Unit investment trusts, closed-end"
29,Fin,6730,6733,"Banking, Insurance, Real Estate, Trading: Trusts"
29,Fin,6740,6779,"Banking, Insurance, Real Estate, Trading: Investment offices"
29,Fin,6790,6791,"Banking, Insurance, Real Estate, Trading: Misc investing"
29,Fin,6792,6792,"Banking, Insurance, Real Estate, Trading: Oil royalty traders"
29,Fin,6793,6793,"Banking, Insurance, Real Estate, Trading: Commodity traders"
29,Fin,6794,6794,"Banking, Insurance, Real Estate, Trading: Patent owners & lessors"
29,Fin,6795,6795,"Banking, Insurance, Real Estate, Trading: Mineral royalty traders"
29,Fin,6798,6798,"Banking, Insurance, Real Estate, Trading: REIT"
29,Fin,6799,6799,"Banking, Insurance, Real Estate, Trading: Investors, NEC"
30,Other,4950,4959,Everything Else: Sanitary services
30,Other,4960,4961,Everything Else: Steam & air conditioning supplies
30,Other,4970,4971,Everything Else: Irrigation systems
30,Other,4990,4991,Everything Else: Cogeneration - SM power producer
